<p style="text-align:justify;">Các ngôn ngữ kịch bản được dùng để xây dựng các trang web tương tác hay các website thương mại điện tử được phân thành mấy loại chính?</p>	1 loại.	2 loại: phía máy khách (client-side) và phía máy chủ (server-side).	3 loại.	4 loại.	2 loại: phía máy khách (client-side) và phía máy chủ (server-side).	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 2 loại: phía máy khách (client-side) và phía máy chủ (server-side).</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Trang web hoạt động theo mô hình client-server.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.1. Giới thiệu HTML.</p>
<p style="text-align:justify;">Chế độ Live Code sẽ hiển thị điều gì?</p>	Hiển thị layer.	Hiển thị hình ảnh design.	Hiển thị gradient.	Hiển thị mã nguồn.	Hiển thị mã nguồn.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Hiển thị mã nguồn.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Chế độ Live Code có thể hiển thị mã nguồn.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Thẻ &lt;div&gt; là viết tắt của từ nào?</p>	division	divition	divite	divide	division	<p><span style="font-weight: bold;">Đáp án đúng là</span>: division</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: div là viết tắt của division.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">CSS rule có thể ảnh hưởng lên các thuộc tính nào sau đây?</p>	Định vị	Kiểu chữ, màu sắc và định vị.	Màu sắc	Kiểu chữ	Kiểu chữ, màu sắc và định vị.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Kiểu chữ, màu sắc và định vị.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: CSS rule ảnh hưởng đến cả màu sắc, kiểu chữ và định vị các thành phần trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Một style sheet là một tập hợp của?</p>	code	HTML	CSS rule	Layer	CSS rule	<p><span style="font-weight: bold;">Đáp án đúng là</span>: CSS rule</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: style sheet là tập hợp của các quy tắc CSS.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Đâu là định nghĩa đúng của địa chỉ IP?</p>	Là địa chỉ của layer.	Là địa chỉ của bảng.	Là địa chỉ của code.	Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.	Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: IP Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.1. Giới thiệu HTML.</p>
<p style="text-align:justify;">Hãy chỉ ra đáp án đúng?</p>	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng và hành động trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo ra hành động trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo ra nội dung trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng cho nội dung trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng cho nội dung trên các trang web.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng cho nội dung trên các trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: CSS dùng để tạo định dạng cho trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Đâu là một trong số những phương thức đặt CSS?</p>	Layer	external style	Fill	Show	external style	<p><span style="font-weight: bold;">Đáp án đúng là</span>: external style</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Một trong những phương thức sử dụng CSS là external style.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Thẻ &lt;input type=”Submit” dùng để làm gì?</p>	Dùng để nhập liệu.	Tạo một ô text để nhập dữ liệu.	Tạo một nút lệnh dùng để xóa thông tin trong form.	Tạo một nút lệnh dùng để gửi tin trong form đi.	Tạo một nút lệnh dùng để gửi tin trong form đi.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một nút lệnh dùng để gửi tin trong form đi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;input type=”Submit” dùng để gửi dữ liệu trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Phát biểu nào sau đây đúng?</p>	Javascript là cách gọi khác của CSS.	Javacript chính là java.	Javascript là ngôn ngữ lập trình, giúp viết code trong trang web để thực hiện tính toán, xử lý sự kiện trang web.	Javascript là cách gọi khác của HTML.	Javascript là ngôn ngữ lập trình, giúp viết code trong trang web để thực hiện tính toán, xử lý sự kiện trang web.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Javascript là ngôn ngữ lập trình, giúp viết code trong trang web để thực hiện tính toán, xử lý sự kiện trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Javascript là ngôn ngữ lập trình, giúp viết code trong trang web để thực hiện tính toán, xử lý sự kiện trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">JavaScript có thể làm gì trong trang web?</p>	Javascript không thể giúp trang web tạo hiệu ứng.	Javascript định dạng trang web hiển thị trong 1 hình chữ nhật.	Javascript định dạng trang web hiển thị trong 1 hình vuông.	Tạo các hiệu ứng trong trang web như slide show, carousel, tab...	Tạo các hiệu ứng trong trang web như slide show, carousel, tab...	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo các hiệu ứng trong trang web như slide show, carousel, tab...</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript có thể Tạo các hiệu ứng trong trang web như slide show, carousel, tab...</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onblur thực hiện khi nào?</p>	Khi một đối tượng trong form mất focus.	Khi một đối tượng trong form có focus.	Khi di chuyển con chuột qua form.	Khi click chuột vào nút lệnh.	Khi một đối tượng trong form mất focus.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi một đối tượng trong form mất focus.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onblur thực hiện khi một đối tượng mất focus.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện OnUnload thực hiện khi nào?</p>	Khi bắt đầu chương trình chạy.	Khi di chuyển chuột qua.	Khi click chuột.	Khi kết thúc một chương trình.	Khi kết thúc một chương trình.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi kết thúc một chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: OnUnload thực hiện khi kết thúc chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện OnMouseOver thực hiện khi nào?</p>	Khi click chuột vào nút lệnh.	Khi di chuyển con chuột qua một đối tượng trong form.	Khi một đối tượng trong form mất focus.	Khi một đối tượng trong form có focus.	Khi di chuyển con chuột qua một đối tượng trong form.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi di chuyển con chuột qua một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: OnMouseOver xảy ra khi di chuyển con chuột qua một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onchange thực hiện khi nào?</p>	Khi một đối tượng trong form có focus.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	Khi click chuột vào nút lệnh.	Khi một đối tượng trong form mất focus.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onchange xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;textarea &gt;&lt;/textarea&gt; dùng để làm gì?</p>	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một ô password.	Tạo một textbox cho phép nhập liệu nhiều dòng.	Dùng để hiển thị hình ảnh.	Tạo một textbox cho phép nhập liệu nhiều dòng.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một textbox cho phép nhập liệu nhiều dòng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;textarea &gt;&lt;/textarea&gt; dùng để nhập nhiều dòng dữ liệu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Hãy chỉ ra phát biểu đúng?</p>	JavaScript dùng để viết game trong trang web.	Javascript dùng để định dạng dữ liệu.	Javascript không dùng để kiểm tra tính hợp lệ của form.	Javascript không thể dùng để viết game cho web.	JavaScript dùng để viết game trong trang web.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: JavaScript dùng để viết game trong trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript dùng để viết game trong trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;input type='text'&gt; dùng để làm gì?</p>	Dùng để submit dữ liệu.	Tạo một ô password.	Tạo một&nbsp; textbox cho phép nhập liệu nhiều dòng.	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một ô text để nhập dữ liệu 1 dòng.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một ô text để nhập dữ liệu 1 dòng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;input type='text'&gt; dùng để nhập liệu</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add(&amp;$b){ return $b++; }</p><p style="text-align:justify;">add($a);</p><p style="text-align:justify;">echo $a;</p>	9	7	8	6	8	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 8</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến a thay đổi do truyền tham chiếu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num = new Number(3);</p><p style="text-align:justify;">echo $num-&gt;a;</p>	8	11	Lỗi chương trình.	5	5<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Vẫn hiển thị giá trị ban đầu của $a ở phần định nghĩa. Giá trị $a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Vẫn hiển thị giá trị ban đầu của $a ở phần định nghĩa. Giá trị $a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Điều kiện để đảm bảo khi gọi hàm không gặp lỗi là gì?</p>	Các đối số phải nhỏ hơn các tham số.	Các đối không cùng thứ tự với các tham số.	Các đối số phải cùng một kiểu dữ liệu.	Các đối số phải cùng thứ tự với các tham số.	Các đối số phải cùng thứ tự với các tham số.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Các đối số phải cùng thứ tự với các tham số.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Muốn gọi hàm không lỗi thì các đối số phải cùng thứ tự với các tham số.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Để viết một hàm không trả về dữ liệu thì làm cách nào sau đây?</p>	Viết return NULL vào thân hàm.	Không viết return NULL.	Không viết return.	Viết return NULL vào cuối thân hàm.	Không viết return.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Hàm không trả về dữ liệu thì không cần return.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Không viết return.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Hàm không trả về dữ liệu thì không cần return.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">function add($b = 3){ global $a; return $a+$b; }</p><p style="text-align:justify;">$c = add();</p><p style="text-align:justify;">echo $a;</p>	NULL	5	8	7	5<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến qua hàm không thay đổi do gọi hàm không truyền tham số.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến qua hàm không thay đổi do gọi hàm không truyền tham số.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add(){ global $a; $a++; }</p><p style="text-align:justify;">add($a);</p><p style="text-align:justify;">echo $a;</p>	8	7	6	Chương trình báo lỗi.	8	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 8</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Sử dụng biến toàn cục để thay đổi giá trị biến a.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add($b){ return $b++; }</p><p style="text-align:justify;">add($a);</p>	9	8	7	6	7<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Hàm add không truyền tham số là biến a, do đó biến a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 7</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Hàm add không truyền tham số là biến a, do đó biến a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; private $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num = new Number();</p><p style="text-align:justify;">echo $num-&gt;a;</p>	8	Chương trình báo lỗi.	11	5	Chương trình báo lỗi.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền tham số vào constructor nên chương trình báo lỗi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chương trình báo lỗi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền tham số vào constructor nên chương trình báo lỗi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public static $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">echo Number::$a;</p>	5	8	11	Lỗi chương trình.	5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến a không thay đổi nên khi gọi vẫn in tra giá trị ban đầu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add(){ global $a++; }</p><p style="text-align:justify;">add($a);</p><p style="text-align:justify;">echo $a;</p>	7	8	Chương trình báo lỗi.	6	Chương trình báo lỗi.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không thể dùng global với $a++</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chương trình báo lỗi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không thể dùng global với $a++</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">$m = array('a'=&gt;'1', 'b'=&gt;'2');</p><p style="text-align:justify;">echo $m['a'];</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	1	b	a	1	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 1</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: value của a là 1.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$name = 'a|b|c|d';</p><p style="text-align:justify;">$name1 = explode('|', $name);</p><p style="text-align:justify;">$name2 = implode(' ', $name1);</p><p style="text-align:justify;">echo $name2;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	a|b|c|d	a b c d	abcd	a b c d<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Phá vỡ chuỗi sau đó in ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: a b c d</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Phá vỡ chuỗi sau đó in ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess = "Gia tri cua a la: $a";</p><p style="text-align:justify;">echo substr($mess, 0, 3);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	Gia	la: 5	Gia tri cua a la: 5	Gia	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Gia</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Lấy 3 ký tự đầu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess =&nbsp; 'Gia tri cua a la: $a';</p><p style="text-align:justify;">echo $mess;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	Gia tri cua a la: 5	5	Gia tri cua a la: $a	Gia tri cua a la: $a<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra chuỗi $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Gia tri cua a la: $a</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra chuỗi $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$now = mktime(1, 2, 3, 4, 5, 2012);</p><p style="text-align:justify;">$date = getdate($now);</p><p style="text-align:justify;">$a = $date['month'];</p><p style="text-align:justify;">echo $a;</p><p style="text-align:justify;">Kết quả hiện ra màn hình là gì?</p>	NULL	April	2	Lỗi chương trình.	April	<p><span style="font-weight: bold;">Đáp án đúng là</span>: April</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra giá trị của tham số tháng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$m = array('a', 'b', 'c', 'd');</p><p style="text-align:justify;">echo array_pop($m);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a	d	NULL	Lỗi chương trình.	d<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: array_pop in ra phần tử cuối cùng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: d</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: array_pop in ra phần tử cuối cùng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess = "\xa9Gia tri cua a la: $a";</p><p style="text-align:justify;">echo $mess;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	©Gia tri cua a la: 5	\xa9Gia tri cua a la: 5	\xa9Gia tri cua a la: $a	©5	©Gia tri cua a la: 5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: ©Gia tri cua a la: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Truyền biến $a vào $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$name = 'a|b|c|d';</p><p style="text-align:justify;">$name1 = explode('|', $name);</p><p style="text-align:justify;">$name2 = implode(' ', $name);</p><p style="text-align:justify;">echo $name2;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a|b|c|d	Lỗi chương trình hoặc warning.	a b c d	abcd	Lỗi chương trình hoặc warning.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền đủ tham số ở implode.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình hoặc warning.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền đủ tham số ở implode.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
